text,label
"patient is in extremis due to septic shock, requiring urgent life-saving intervention",emergency
attempted record access for exploratory browsing,invalid
attempted record access for exploratory browsing,invalid
"patient is rapidly decompensating due to polytrauma, requiring time-critical therapeutic action",emergency
reviewing clinical notes of an elderly individual documented in a prior visit to confirm provisional assessment,restricted
attempted record access for exploratory browsing,invalid
interpreting diagnostic reports of a previously admitted patient from an earlier encounter for planned consultation,restricted
interpreting investigation summaries of a chronic care patient from an earlier encounter to confirm provisional assessment,restricted
reviewing previous assessments of a post-discharge case recorded during last admission to confirm provisional assessment,restricted
"patient is with failing vital parameters due to acute respiratory compromise, requiring critical bedside intervention",emergency
